ID,school,city,cluster,ndvi_mean,nlcd_canopy_mean,nlcd_high_canopy_frac,percent_eligible_frpm_k12
43696256088306,Oak Ridge Elementary,San Jose,0,0.2854013968900799,4.880316142584519,0.3849681248827282,0.345
43696256093066,Parkview Elementary,San Jose,0,0.310904213033411,7.175849522894217,0.5116404658932292,0.645
43696256095400,Baldwin (Julia) Elementary,San Jose,1,0.3864222736296652,6.940885459571272,0.45500851227415,0.351
43696256097430,Taylor (Bertha) Elementary,San Jose,0,0.300882572889486,5.210285933953282,0.3739291205974955,0.241
43696256099451,Hayes Elementary,San Jose,1,0.3322304334650961,9.305519450800912,0.5620640732265445,0.564
43696256116081,Ledesma (Rita) Elementary,San Jose,0,0.2978080507337413,5.508389246386625,0.33478264849378,0.35
43696336048185,Orchard Elementary,San Jose,0,0.2461845021454283,5.193258005317815,0.3234665531712364,0.501
43696414332904,Henry M. Gunn High,Palo Alto,1,0.4151270711407149,10.423638219102225,0.5054526151044072,0.1169999999999999
43696414335782,Palo Alto High,Palo Alto,1,0.3405039904581957,8.867927550291954,0.4847888561439476,0.133
43696416048193,Addison Elementary,Palo Alto,1,0.4552356557526387,17.92680794980803,0.857885512147574,0.172
43696416048201,Herbert Hoover Elementary,Palo Alto,1,0.3504919261485847,6.662961403637227,0.4007907815374476,0.067
43696416048235,El Carmelo Elementary,Palo Alto,1,0.3729996051570784,11.069684322285983,0.6905369907648935,0.184
43696416048243,Ohlone Elementary,Palo Alto,1,0.3807593771066079,11.285755472064212,0.6628759970528879,0.084
43696416048268,Fairmeadow Elementary,Palo Alto,1,0.375871455784618,9.245826468973094,0.5471673073402892,0.122
43696416048292,Duveneck Elementary,Palo Alto,1,0.4846892179853624,18.854825940315877,0.8969416567132077,0.136
43696416048300,Greendell,Palo Alto,1,0.3105245755574314,7.925750843168386,0.448071352410066,0.077
43696416048326,Juana Briones Elementary,Palo Alto,1,0.440716565854058,14.679789858090144,0.7983653595339535,0.108
43696416048359,Palo Verde Elementary,Palo Alto,1,0.3465904864008862,9.047267768315164,0.5560243637911225,0.126
43696416048375,Packard Children's Hospital/Stanford,Palo Alto,1,0.3395159381827572,10.74320205745875,0.5167122761094992,0.2
43696416048409,Walter Hays Elementary,Palo Alto,1,0.5025439763800433,18.674157971810352,0.8740664470071389,0.17
43696416060065,Frank S. Greene Jr. Middle,Palo Alto,1,0.4644401622732251,15.712221820528184,0.789620124565827,0.1689999999999999
43696416060081,Jane Lathrop Stanford Middle,Palo Alto,1,0.3740552507945552,9.220226981511992,0.5474693391909206,0.107
43696416115562,Barron Park Elementary,Palo Alto,1,0.4752142313401968,17.695508919010443,0.8590164834661957,0.299
43696416118707,Ellen Fletcher Middle,Palo Alto,1,0.4011025454994992,12.905371639864905,0.7075023567852535,0.136
43696664330080,Gunderson High,San Jose,0,0.2891473066758238,4.232511097890258,0.321513889524507,0.546
43696664333522,Leland High,San Jose,1,0.4065533176633475,12.522348784740494,0.629106735068394,0.113
